fid,id,timestamp,lat_raw,lon_raw,alt_raw,lat,lon,altitude,t_rel_sec
233,395,472768.024095,"-2.18094070,Lat","41.03549326,Lon","15.758,Ellh",-2.1809407,41.03549326,15.758,89.0836690000142
234,394,472768.03917,"-2.18094046,Lat","41.03549296,Lon","15.758,Ellh",-2.18094046,41.03549296,15.758,89.0987440000172
235,400,472769.715733,"-2.18090591,Lat","41.03547355,Lon","15.721,Ellh",-2.18090591,41.03547355,15.721,90.7753070000326
236,401,472769.970194,"-2.18090072,Lat","41.03547045,Lon","15.715,Ellh",-2.18090072,41.03547045,15.715,91.0297680000076
237,402,472769.985381,"-2.18090048,Lat","41.03547015,Lon","15.730,Ellh",-2.18090048,41.03547015,15.73,91.0449549999903
238,403,472770.000004,"-2.18090017,Lat","41.03546998,Lon","15.715,Ellh",-2.18090017,41.03546998,15.715,91.0595779999858
239,405,472770.013857,"-2.18089974,Lat","41.03547007,Lon","15.730,Ellh",-2.18089974,41.03547007,15.73,91.0734309999971
240,404,472770.028937,"-2.18089950,Lat","41.03546977,Lon","15.730,Ellh",-2.1808995,41.03546977,15.73,91.0885110000381
241,410,472771.705489,"-2.18086444,Lat","41.03545009,Lon","15.704,Ellh",-2.18086444,41.03545009,15.704,92.765063000028
242,411,472771.957864,"-2.18085920,Lat","41.03544704,Lon","15.692,Ellh",-2.1808592,41.03544704,15.692,93.0174380000099
243,412,472771.973046,"-2.18085895,Lat","41.03544674,Lon","15.707,Ellh",-2.18085895,41.03544674,15.707,93.0326200000127
244,413,472771.987674,"-2.18085864,Lat","41.03544657,Lon","15.691,Ellh",-2.18085864,41.03544657,15.691,93.047247999988
245,415,472772.001556,"-2.18085821,Lat","41.03544666,Lon","15.705,Ellh",-2.18085821,41.03544666,15.705,93.0611299999873
246,414,472772.016624,"-2.18085796,Lat","41.03544637,Lon","15.704,Ellh",-2.18085796,41.03544637,15.704,93.0761979999952
247,420,472773.726499,"-2.18082251,Lat","41.03542695,Lon","15.604,Ellh",-2.18082251,41.03542695,15.604,94.7860729999957
248,421,472773.978793,"-2.18081742,Lat","41.03542391,Lon","15.596,Ellh",-2.18081742,41.03542391,15.596,95.038367000001
249,422,472773.993969,"-2.18081718,Lat","41.03542361,Lon","15.611,Ellh",-2.18081718,41.03542361,15.611,95.0535430000164
250,423,472774.008603,"-2.18081688,Lat","41.03542344,Lon","15.595,Ellh",-2.18081688,41.03542344,15.595,95.0681770000374
251,425,472774.022462,"-2.18081646,Lat","41.03542354,Lon","15.610,Ellh",-2.18081646,41.03542354,15.61,95.0820360000362
252,424,472774.037547,"-2.18081621,Lat","41.03542324,Lon","15.609,Ellh",-2.18081621,41.03542324,15.609,95.0971209999989
253,430,472775.714089,"-2.18078084,Lat","41.03540423,Lon","15.574,Ellh",-2.18078084,41.03540423,15.574,96.773663000029
254,431,472775.966357,"-2.18077557,Lat","41.03540123,Lon","15.574,Ellh",-2.18077557,41.03540123,15.574,97.025931000011
255,432,472775.981527,"-2.18077532,Lat","41.03540093,Lon","15.590,Ellh",-2.18077532,41.03540093,15.59,97.0411010000389
256,433,472775.996155,"-2.18077501,Lat","41.03540077,Lon","15.575,Ellh",-2.18077501,41.03540077,15.575,97.0557290000143
257,435,472776.01002,"-2.18077458,Lat","41.03540086,Lon","15.590,Ellh",-2.18077458,41.03540086,15.59,97.0695940000005
258,434,472776.025094,"-2.18077433,Lat","41.03540056,Lon","15.590,Ellh",-2.18077433,41.03540056,15.59,97.0846679999959
259,440,472777.699549,"-2.18073990,Lat","41.03538114,Lon","15.552,Ellh",-2.1807399,41.03538114,15.552,98.7591230000253
260,441,472777.954119,"-2.18073478,Lat","41.03537801,Lon","15.544,Ellh",-2.18073478,41.03537801,15.544,99.0136930000153
261,442,472777.969278,"-2.18073454,Lat","41.03537770,Lon","15.558,Ellh",-2.18073454,41.0353777,15.558,99.0288520000177
262,443,472777.983923,"-2.18073425,Lat","41.03537753,Lon","15.543,Ellh",-2.18073425,41.03537753,15.543,99.043497000006
263,445,472777.997816,"-2.18073383,Lat","41.03537762,Lon","15.557,Ellh",-2.18073383,41.03537762,15.557,99.0573900000309
264,444,472778.012879,"-2.18073359,Lat","41.03537732,Lon","15.557,Ellh",-2.18073359,41.03537732,15.557,99.0724530000007
265,450,472779.720681,"-2.18069846,Lat","41.03535767,Lon","15.522,Ellh",-2.18069846,41.03535767,15.522,100.780254999991
266,451,472779.975145,"-2.18069323,Lat","41.03535463,Lon","15.528,Ellh",-2.18069323,41.03535463,15.528,101.034718999988
267,452,472779.990327,"-2.18069298,Lat","41.03535433,Lon","15.544,Ellh",-2.18069298,41.03535433,15.544,101.049900999991
268,453,472780.00496,"-2.18069267,Lat","41.03535417,Lon","15.529,Ellh",-2.18069267,41.03535417,15.529,101.064534000005
269,455,472780.018814,"-2.18069224,Lat","41.03535426,Lon","15.545,Ellh",-2.18069224,41.03535426,15.545,101.078388000024
270,454,472780.0339,"-2.18069200,Lat","41.03535397,Lon","15.545,Ellh",-2.180692,41.03535397,15.545,101.093473999994
271,460,472781.710444,"-2.18065738,Lat","41.03533523,Lon","15.527,Ellh",-2.18065738,41.03533523,15.527,102.770018000039
272,461,472781.962728,"-2.18065227,Lat","41.03533220,Lon","15.519,Ellh",-2.18065227,41.0353322,15.519,103.022302000027
273,462,472781.97791,"-2.18065203,Lat","41.03533190,Lon","15.533,Ellh",-2.18065203,41.0353319,15.533,103.03748400003
274,463,472781.992549,"-2.18065173,Lat","41.03533173,Lon","15.517,Ellh",-2.18065173,41.03533173,15.517,103.05212300003
275,465,472782.006358,"-2.18065130,Lat","41.03533182,Lon","15.532,Ellh",-2.1806513,41.03533182,15.532,103.065931999998
276,464,472782.02146,"-2.18065106,Lat","41.03533152,Lon","15.532,Ellh",-2.18065106,41.03533152,15.532,103.081034000032
277,470,472783.729324,"-2.18061619,Lat","41.03531160,Lon","15.481,Ellh",-2.18061619,41.0353116,15.481,104.788898000028
278,471,472783.981562,"-2.18061101,Lat","41.03530849,Lon","15.471,Ellh",-2.18061101,41.03530849,15.471,105.041136000014
279,472,472783.996755,"-2.18061077,Lat","41.03530818,Lon","15.485,Ellh",-2.18061077,41.03530818,15.485,105.056328999985
280,473,472784.011394,"-2.18061046,Lat","41.03530801,Lon","15.470,Ellh",-2.18061046,41.03530801,15.47,105.070967999985
281,475,472784.025298,"-2.18061004,Lat","41.03530810,Lon","15.485,Ellh",-2.18061004,41.0353081,15.485,105.084872000036
282,474,472784.040299,"-2.18060980,Lat","41.03530779,Lon","15.484,Ellh",-2.1806098,41.03530779,15.484,105.099872999999
283,480,472785.716893,"-2.18057501,Lat","41.03528833,Lon","15.462,Ellh",-2.18057501,41.03528833,15.462,106.776467000018
284,481,472785.969259,"-2.18056985,Lat","41.03528529,Lon","15.469,Ellh",-2.18056985,41.03528529,15.469,107.028832999989
285,482,472785.984458,"-2.18056960,Lat","41.03528499,Lon","15.484,Ellh",-2.1805696,41.03528499,15.484,107.044032000005
286,483,472785.999097,"-2.18056930,Lat","41.03528482,Lon","15.469,Ellh",-2.1805693,41.03528482,15.469,107.058671000006
287,485,472786.012928,"-2.18056887,Lat","41.03528491,Lon","15.484,Ellh",-2.18056887,41.03528491,15.484,107.072502000025
288,484,472786.028019,"-2.18056863,Lat","41.03528460,Lon","15.485,Ellh",-2.18056863,41.0352846,15.485,107.087593000033
289,490,472787.702527,"-2.18053396,Lat","41.03526591,Lon","15.523,Ellh",-2.18053396,41.03526591,15.523,108.762101
290,491,472787.956904,"-2.18053063,Lat","41.03526407,Lon","15.525,Ellh",-2.18053063,41.03526407,15.525,109.016478000034
291,492,472787.972102,"-2.18053054,Lat","41.03526387,Lon","15.540,Ellh",-2.18053054,41.03526387,15.54,109.031676000042
292,493,472787.98673,"-2.18053038,Lat","41.03526380,Lon","15.525,Ellh",-2.18053038,41.0352638,15.525,109.046304000018
293,495,472788.00055,"-2.18053005,Lat","41.03526396,Lon","15.540,Ellh",-2.18053005,41.03526396,15.54,109.060124000011
294,494,472788.015664,"-2.18053006,Lat","41.03526378,Lon","15.540,Ellh",-2.18053006,41.03526378,15.54,109.075238000019
295,500,472788.324841,"-2.18052898,Lat","41.03526250,Lon","15.522,Ellh",-2.18052898,41.0352625,15.522,109.384415000037
296,501,472788.577488,"-2.18052979,Lat","41.03526046,Lon","15.505,Ellh",-2.18052979,41.03526046,15.505,109.637061999994
297,502,472788.592715,"-2.18052999,Lat","41.03526029,Lon","15.519,Ellh",-2.18052999,41.03526029,15.519,109.652288999991
298,503,472788.607342,"-2.18053005,Lat","41.03526011,Lon","15.503,Ellh",-2.18053005,41.03526011,15.503,109.666916000016
299,505,472788.621202,"-2.18052984,Lat","41.03525997,Lon","15.517,Ellh",-2.18052984,41.03525997,15.517,109.680776000023
300,504,472788.636231,"-2.18053004,Lat","41.03525970,Lon","15.517,Ellh",-2.18053004,41.0352597,15.517,109.695805000025
301,510,472793.558224,"-2.18053415,Lat","41.03515485,Lon","15.327,Ellh",-2.18053415,41.03515485,15.327,114.617797999992
302,511,472793.810173,"-2.18053580,Lat","41.03515699,Lon","15.321,Ellh",-2.1805358,41.03515699,15.321,114.86974699999
303,512,472793.825524,"-2.18053600,Lat","41.03515730,Lon","15.336,Ellh",-2.180536,41.0351573,15.336,114.885097999999
304,513,472793.840044,"-2.18053612,Lat","41.03515747,Lon","15.320,Ellh",-2.18053612,41.03515747,15.32,114.899618000025
305,515,472793.85431,"-2.18053615,Lat","41.03515737,Lon","15.335,Ellh",-2.18053615,41.03515737,15.335,114.913884000038
306,514,472793.868966,"-2.18053633,Lat","41.03515767,Lon","15.334,Ellh",-2.18053633,41.03515767,15.334,114.928539999994
307,520,472795.543826,"-2.18056966,Lat","41.03518230,Lon","15.344,Ellh",-2.18056966,41.0351823,15.344,116.603400000022
308,521,472795.797774,"-2.18057597,Lat","41.03518570,Lon","15.375,Ellh",-2.18057597,41.0351857,15.375,116.85734799999
309,522,472795.813221,"-2.18057628,Lat","41.03518601,Lon","15.392,Ellh",-2.18057628,41.03518601,15.392,116.872795000032
310,523,472795.827782,"-2.18057663,Lat","41.03518619,Lon","15.379,Ellh",-2.18057663,41.03518619,15.379,116.887356000021
311,525,472795.841833,"-2.18057711,Lat","41.03518610,Lon","15.396,Ellh",-2.18057711,41.0351861,15.396,116.901407000027
312,524,472795.856602,"-2.18057740,Lat","41.03518640,Lon","15.397,Ellh",-2.1805774,41.0351864,15.397,116.916176000028
313,530,472797.564732,"-2.18061518,Lat","41.03520499,Lon","15.649,Ellh",-2.18061518,41.03520499,15.649,118.624306000012
314,531,472797.818708,"-2.18062038,Lat","41.03520801,Lon","15.687,Ellh",-2.18062038,41.03520801,15.687,118.87828200002
315,532,472797.834037,"-2.18062063,Lat","41.03520830,Lon","15.704,Ellh",-2.18062063,41.0352083,15.704,118.893611000036
316,533,472797.848552,"-2.18062093,Lat","41.03520846,Lon","15.692,Ellh",-2.18062093,41.03520846,15.692,118.908126000024
317,535,472797.86279,"-2.18062137,Lat","41.03520836,Lon","15.709,Ellh",-2.18062137,41.03520836,15.709,118.922363999998
318,534,472797.877423,"-2.18062160,Lat","41.03520865,Lon","15.711,Ellh",-2.1806216,41.03520865,15.711,118.936997000012
319,540,472799.554354,"-2.18065605,Lat","41.03522674,Lon","15.852,Ellh",-2.18065605,41.03522674,15.852,120.613928000035
320,541,472799.808276,"-2.18066119,Lat","41.03522962,Lon","15.868,Ellh",-2.18066119,41.03522962,15.868,120.867850000039
321,542,472799.823581,"-2.18066143,Lat","41.03522991,Lon","15.883,Ellh",-2.18066143,41.03522991,15.883,120.883154999989
322,543,472799.838062,"-2.18066173,Lat","41.03523007,Lon","15.868,Ellh",-2.18066173,41.03523007,15.868,120.897636000009
323,545,472799.852408,"-2.18066216,Lat","41.03522997,Lon","15.884,Ellh",-2.18066216,41.03522997,15.884,120.911981999991
324,544,472799.867086,"-2.18066240,Lat","41.03523025,Lon","15.884,Ellh",-2.1806624,41.03523025,15.884,120.926659999997
325,550,472801.556377,"-2.18069715,Lat","41.03524908,Lon","15.941,Ellh",-2.18069715,41.03524908,15.941,122.615951000014
326,551,472801.810301,"-2.18070233,Lat","41.03525218,Lon","15.952,Ellh",-2.18070233,41.03525218,15.952,122.869875000033
327,552,472801.825595,"-2.18070258,Lat","41.03525248,Lon","15.968,Ellh",-2.18070258,41.03525248,15.968,122.885169000016
328,553,472801.840105,"-2.18070289,Lat","41.03525265,Lon","15.953,Ellh",-2.18070289,41.03525265,15.953,122.899679000024
329,555,472801.854371,"-2.18070332,Lat","41.03525256,Lon","15.969,Ellh",-2.18070332,41.03525256,15.969,122.913945000037
330,554,472801.869078,"-2.18070356,Lat","41.03525286,Lon","15.969,Ellh",-2.18070356,41.03525286,15.969,122.928652000031
331,560,472803.545985,"-2.18073846,Lat","41.03527249,Lon","15.943,Ellh",-2.18073846,41.03527249,15.943,124.605558999989
332,561,472803.797885,"-2.18074364,Lat","41.03527555,Lon","15.943,Ellh",-2.18074364,41.03527555,15.943,124.857459000021
333,562,472803.813163,"-2.18074389,Lat","41.03527585,Lon","15.958,Ellh",-2.18074389,41.03527585,15.958,124.872736999998
334,563,472803.827678,"-2.18074419,Lat","41.03527601,Lon","15.943,Ellh",-2.18074419,41.03527601,15.943,124.887251999986
335,565,472803.841961,"-2.18074463,Lat","41.03527592,Lon","15.958,Ellh",-2.18074463,41.03527592,15.958,124.901535000012
336,564,472803.8566,"-2.18074486,Lat","41.03527622,Lon","15.958,Ellh",-2.18074486,41.03527622,15.958,124.916174000013
337,570,472805.564847,"-2.18078033,Lat","41.03529565,Lon","15.946,Ellh",-2.18078033,41.03529565,15.946,126.624421000015
338,571,472805.816699,"-2.18078543,Lat","41.03529862,Lon","15.947,Ellh",-2.18078543,41.03529862,15.947,126.876273000031
339,572,472805.832084,"-2.18078567,Lat","41.03529892,Lon","15.962,Ellh",-2.18078567,41.03529892,15.962,126.891658000008
340,573,472805.846605,"-2.18078597,Lat","41.03529908,Lon","15.947,Ellh",-2.18078597,41.03529908,15.947,126.906179000041
341,575,472805.86082,"-2.18078640,Lat","41.03529899,Lon","15.962,Ellh",-2.1807864,41.03529899,15.962,126.920394000015
342,574,472805.875493,"-2.18078663,Lat","41.03529928,Lon","15.962,Ellh",-2.18078663,41.03529928,15.962,126.935067000042
343,580,472807.552388,"-2.18082124,Lat","41.03531804,Lon","15.961,Ellh",-2.18082124,41.03531804,15.961,128.611962000025
344,581,472807.806305,"-2.18082639,Lat","41.03532105,Lon","15.960,Ellh",-2.18082639,41.03532105,15.96,128.86587899999
345,582,472807.821662,"-2.18082664,Lat","41.03532135,Lon","15.975,Ellh",-2.18082664,41.03532135,15.975,128.881235999987
346,583,472807.836171,"-2.18082694,Lat","41.03532152,Lon","15.961,Ellh",-2.18082694,41.03532152,15.961,128.895744999987
347,585,472807.85042,"-2.18082737,Lat","41.03532143,Lon","15.976,Ellh",-2.18082737,41.03532143,15.976,128.909993999987
348,584,472807.865076,"-2.18082760,Lat","41.03532173,Lon","15.976,Ellh",-2.1808276,41.03532173,15.976,128.924650000001
349,590,472809.542031,"-2.18086231,Lat","41.03534082,Lon","15.976,Ellh",-2.18086231,41.03534082,15.976,130.601605000033
350,591,472809.793919,"-2.18086746,Lat","41.03534388,Lon","15.987,Ellh",-2.18086746,41.03534388,15.987,130.853493000031
351,592,472809.809319,"-2.18086771,Lat","41.03534420,Lon","16.003,Ellh",-2.18086771,41.0353442,16.003,130.868893000006
352,593,472809.823834,"-2.18086801,Lat","41.03534438,Lon","15.988,Ellh",-2.18086801,41.03534438,15.988,130.883407999994
353,595,472809.838044,"-2.18086844,Lat","41.03534430,Lon","16.003,Ellh",-2.18086844,41.0353443,16.003,130.897617999988
354,594,472809.852741,"-2.18086868,Lat","41.03534462,Lon","16.004,Ellh",-2.18086868,41.03534462,16.004,130.912315000023
355,600,472811.560926,"-2.18090459,Lat","41.03536442,Lon","16.043,Ellh",-2.18090459,41.03536442,16.043,132.620500000019
356,601,472811.81283,"-2.18090980,Lat","41.03536742,Lon","16.064,Ellh",-2.1809098,41.03536742,16.064,132.872404000023
357,602,472811.828192,"-2.18091006,Lat","41.03536772,Lon","16.080,Ellh",-2.18091006,41.03536772,16.08,132.887766
358,603,472811.842673,"-2.18091036,Lat","41.03536788,Lon","16.066,Ellh",-2.18091036,41.03536788,16.066,132.90224700002
359,605,472811.856883,"-2.18091080,Lat","41.03536779,Lon","16.082,Ellh",-2.1809108,41.03536779,16.082,132.916457000014
360,604,472811.871573,"-2.18091104,Lat","41.03536808,Lon","16.082,Ellh",-2.18091104,41.03536808,16.082,132.931146999996
361,610,472813.546427,"-2.18094568,Lat","41.03538632,Lon","16.082,Ellh",-2.18094568,41.03538632,16.082,134.606001000036
362,611,472813.800443,"-2.18095077,Lat","41.03538929,Lon","16.076,Ellh",-2.18095077,41.03538929,16.076,134.860016999999
363,612,472813.81584,"-2.18095101,Lat","41.03538959,Lon","16.090,Ellh",-2.18095101,41.03538959,16.09,134.875414000009
364,613,472813.830321,"-2.18095130,Lat","41.03538975,Lon","16.074,Ellh",-2.1809513,41.03538975,16.074,134.889895000029
365,615,472813.844508,"-2.18095172,Lat","41.03538966,Lon","16.089,Ellh",-2.18095172,41.03538966,16.089,134.904082000023
366,614,472813.859203,"-2.18095194,Lat","41.03538995,Lon","16.088,Ellh",-2.18095194,41.03538995,16.088,134.918777000043
367,620,472815.567411,"-2.18098685,Lat","41.03540899,Lon","15.942,Ellh",-2.18098685,41.03540899,15.942,136.626985000039
368,621,472815.821471,"-2.18099207,Lat","41.03541212,Lon","15.935,Ellh",-2.18099207,41.03541212,15.935,136.881044999987
369,622,472815.836901,"-2.18099232,Lat","41.03541243,Lon","15.950,Ellh",-2.18099232,41.03541243,15.95,136.896475000016
370,623,472815.851399,"-2.18099262,Lat","41.03541260,Lon","15.935,Ellh",-2.18099262,41.0354126,15.935,136.910972999991
371,625,472815.865564,"-2.18099305,Lat","41.03541252,Lon","15.950,Ellh",-2.18099305,41.03541252,15.95,136.925137999991
372,624,472815.880248,"-2.18099329,Lat","41.03541282,Lon","15.950,Ellh",-2.18099329,41.03541282,15.95,136.939821999986
373,630,472817.557213,"-2.18102784,Lat","41.03543237,Lon","15.970,Ellh",-2.18102784,41.03543237,15.97,138.616787000035
374,631,472817.81138,"-2.18103305,Lat","41.03543536,Lon","15.987,Ellh",-2.18103305,41.03543536,15.987,138.870954000042
375,632,472817.82672,"-2.18103329,Lat","41.03543566,Lon","16.002,Ellh",-2.18103329,41.03543566,16.002,138.886294000025
376,633,472817.841167,"-2.18103359,Lat","41.03543583,Lon","15.988,Ellh",-2.18103359,41.03543583,15.988,138.900741000019
377,635,472817.855484,"-2.18103403,Lat","41.03543574,Lon","16.004,Ellh",-2.18103403,41.03543574,16.004,138.915058000013
378,634,472817.870117,"-2.18103426,Lat","41.03543603,Lon","16.005,Ellh",-2.18103426,41.03543603,16.005,138.929691000027
379,640,472819.54707,"-2.18106880,Lat","41.03545544,Lon","15.963,Ellh",-2.1810688,41.03545544,15.963,140.606643999985
